,Sentence_id,Word,POS,Tag
1199,,congressional,JJ,0
1200,,Democrats,NNS,0
1201,,.,.,0
1202,61.0,They,PRP,0
1203,,say,VBP,0
1204,,the,DT,0
1205,,company,NN,0
1206,,has,VBZ,0
1207,,produced,VBN,0
1208,,some,DT,0
1209,,shoddy,JJ,0
1210,,work,NN,0
1211,,and,CC,0
1212,,charges,VBZ,0
1213,,too,RB,0
1214,,much,JJ,0
1215,,money,NN,0
1216,,.,.,0
1217,62.0,The,DT,0
1218,,company,NN,0
1219,,strongly,RB,0
1220,,denies,VBZ,0
1221,,the,DT,0
1222,,allegations,NNS,0
1223,,.,.,0
1224,64.0,Representatives,NNS,0
1225,,from,IN,0
1226,,the,DT,0
1227,,Asia,NNP,15
1228,,Pacific,NNP,16
1229,,Economic,NNP,16
1230,,Cooperation,NNP,16
1231,,Business,NNP,16
1232,,Advisory,NNP,16
1233,,Council,NNP,16
1234,,are,VBP,0
1235,,holding,VBG,0
1236,,meetings,NNS,0
1237,,this,DT,0
1238,,week,NN,0
1239,,to,TO,0
1240,,finalize,VB,0
1241,,their,PRP$,0
1242,,annual,JJ,0
1243,,report,NN,0
1244,,for,IN,0
1245,,APEC,NNP,15
1246,,leaders,NNS,0
1247,,who,WP,0
1248,,will,MD,0
1249,,hold,VB,0
1250,,a,DT,0
1251,,summit,NN,0
1252,,on,IN,0
1253,,September,NNP,13
1254,,8,CD,14
1255,,and,CC,0
1256,,9,CD,13
1257,,.,.,0
1258,65.0,VOA,NNP,15
1259,,'s,POS,0
1260,,Nancy-Amelia,NNP,1
1261,,Collins,NNP,2
1262,,reports,VBZ,0
1263,,from,IN,0
1264,,Sydney,NNP,7
1265,,.,.,0
1266,66.0,Energy,NN,0
1267,,",",",",0
1268,,security,NN,0
1269,,",",",",0
1270,,climate,NN,0
1271,,change,NN,0
1272,,",",",",0
1273,,the,DT,0
1274,,World,NNP,15
1275,,Trade,NNP,16
1276,,Organization,NNP,16
1277,,'s,POS,0
1278,,stalled,VBN,0
1279,,negotiations,NNS,0
1280,,",",",",0
1281,,and,CC,0
1282,,investment,NN,0
1283,,are,VBP,0
1284,,all,DT,0
1285,,expected,VBN,0
1286,,to,TO,0
1287,,be,VB,0
1288,,among,IN,0
1289,,the,DT,0
1290,,major,JJ,0
1291,,topics,NNS,0
1292,,in,IN,0
1293,,the,DT,0
1294,,annual,JJ,0
1295,,report,NN,0
1296,,of,IN,0
1297,,the,DT,0
1298,,APEC,NNP,15
1299,,Business,NNP,16
1300,,Advisory,NNP,16
1301,,Council,NNP,16
1302,,",",",",0
1303,,known,VBN,0
1304,,as,IN,0
1305,,ABAC,NNP,15
1306,,.,.,0
1307,67.0,Tim,NNP,1
1308,,Harcourt,NNP,2
1309,,",",",",0
1310,,the,DT,0
1311,,chief,JJ,0
1312,,economist,NN,0
1313,,of,IN,0
1314,,the,DT,0
1315,,Australian,NNP,15
1316,,Trade,NNP,16
1317,,Commission,NNP,16
1318,,",",",",0
1319,,says,VBZ,0
1320,,ABAC,NNP,15
1321,,plays,VBZ,0
1322,,an,DT,0
1323,,important,JJ,0
1324,,role,NN,0
1325,,by,IN,0
1326,,informing,VBG,0
1327,,governments,NNS,0
1328,,where,WRB,0
1329,,there,EX,0
1330,,are,VBP,0
1331,,problems,NNS,0
1332,,.,.,0
1333,68.0,"""",``,0
1334,,The,DT,0
1335,,most,RBS,0
1336,,important,JJ,0
1337,,thing,NN,0
1338,,the,DT,0
1339,,business,NN,0
1340,,groups,NNS,0
1341,,can,MD,0
1342,,do,VB,0
1343,,is,VBZ,0
1344,,to,TO,0
1345,,tell,VB,0
1346,,the,DT,0
1347,,governments,NNS,0
1348,,where,WRB,0
1349,,there,EX,0
1350,,are,VBP,0
1351,,logjams,NNS,0
1352,,",",",",0
1353,,where,WRB,0
1354,,there,EX,0
1355,,are,VBP,0
1356,,obstacles,NNS,0
1357,,",",",",0
1358,,where,WRB,0
1359,,things,NNS,0
1360,,can,MD,0
1361,,improve,VB,0
1362,,",",",",0
1363,,"""",``,0
1364,,Harcourt,NNP,1
1365,,said,VBD,0
1366,,.,.,0
1367,69.0,"""",``,0
1368,,I,PRP,0
1369,,think,VBP,0
1370,,actually,RB,0
1371,,ABAC,NNP,15
1372,,has,VBZ,0
1373,,played,VBN,0
1374,,a,DT,0
1375,,pretty,RB,0
1376,,good,JJ,0
1377,,leadership,NN,0
1378,,on,IN,0
1379,,that,DT,0
1380,,in,IN,0
1381,,talking,VBG,0
1382,,about,IN,0
1383,,trade,NN,0
1384,,facilitation,NN,0
1385,,and,CC,0
1386,,basically,RB,0
1387,,making,VBG,0
1388,,sure,JJ,0
1389,,standards,NNS,0
1390,,are,VBP,0
1391,,consistent,JJ,0
1392,,and,CC,0
1393,,harmonious,JJ,0
1394,,across,IN,0
1395,,the,DT,0
1396,,region,NN,0
1397,,.,.,0
1398,,"""",``,0
1399,70.0,ABAC,NNP,15
1400,,comprises,VBZ,0
1401,,up,RP,0
1402,,to,TO,0
1403,,three,CD,0
1404,,members,NNS,0
1405,,of,IN,0
1406,,the,DT,0
1407,,private,JJ,0
1408,,sector,NN,0
1409,,of,IN,0
1410,,each,DT,0
1411,,of,IN,0
1412,,the,DT,0
1413,,21,CD,0
1414,,economies,NNS,0
1415,,that,WDT,0
1416,,make,VBP,0
1417,,up,RP,0
1418,,APEC,NNP,15
1419,,.,.,0
1420,71.0,It,PRP,0
1421,,meets,VBZ,0
1422,,three,CD,0
1423,,times,NNS,0
1424,,a,DT,0
1425,,year,NN,0
1426,,.,.,0
1427,72.0,It,PRP,0
1428,,was,VBD,0
1429,,made,VBN,0
1430,,a,DT,0
1431,,permanent,JJ,0
1432,,body,NN,0
1433,,in,IN,0
1434,,1995,CD,13
1435,,to,TO,0
1436,,provide,VB,0
1437,,an,DT,0
1438,,independent,JJ,0
1439,,business,NN,0
1440,,perspective,NN,0
1441,,within,IN,0
1442,,APEC,NNP,15
1443,,.,.,0
1444,73.0,Members,NNS,0
1445,,represent,VBP,0
1446,,a,DT,0
1447,,range,NN,0
1448,,of,IN,0
1449,,business,NN,0
1450,,sectors,NNS,0
1451,,",",",",0
1452,,including,VBG,0
1453,,medium,JJ,0
1454,,and,CC,0
1455,,small,JJ,0
1456,,businesses,NNS,0
1457,,.,.,0
1458,74.0,ABAC,NNP,15
1459,,says,VBZ,0
1460,,there,EX,0
1461,,is,VBZ,0
1462,,a,DT,0
1463,,need,NN,0
1464,,for,IN,0
1465,,businesses,NNS,0
1466,,to,TO,0
1467,,improve,VB,0
1468,,energy,NN,0
1469,,efficiency,NN,0
1470,,and,CC,0
1471,,to,TO,0
1472,,encourage,VB,0
1473,,conservation,NN,0
1474,,practices,NNS,0
1475,,",",",",0
1476,,and,CC,0
1477,,is,VBZ,0
1478,,expected,VBN,0
1479,,to,TO,0
1480,,include,VB,0
1481,,this,DT,0
1482,,in,IN,0
1483,,its,PRP$,0
1484,,annual,JJ,0
1485,,report,NN,0
1486,,.,.,0
1487,75.0,Harcourt,NNP,1
1488,,",",",",0
1489,,of,IN,0
1490,,the,DT,0
1491,,Australian,NNP,15
1492,,Trade,NNP,16
1493,,Commission,NNP,16
1494,,",",",",0
1495,,says,VBZ,0
1496,,the,DT,0
1497,,ABAC,NNP,15
1498,,report,NN,0
1499,,will,MD,0
1500,,also,RB,0
1501,,discuss,VB,0
1502,,ways,NNS,0
1503,,to,TO,0
1504,,enhance,VB,0
1505,,regional,JJ,0
1506,,cooperation,NN,0
1507,,.,.,0
1508,76.0,"""",``,0
1509,,I,PRP,0
1510,,reckon,VBP,0
1511,,they,PRP,0
1512,,'ll,MD,0
1513,,talk,VB,0
1514,,a,DT,0
1515,,little,JJ,0
1516,,bit,NN,0
1517,,about,IN,0
1518,,customs,NNS,0
1519,,and,CC,0
1520,,quarantine,NN,0
1521,,",",",",0
1522,,a,DT,0
1523,,little,JJ,0
1524,,bit,NN,0
1525,,about,IN,0
1526,,having,VBG,0
1527,,consistent,JJ,0
1528,,security,NN,0
1529,,arrangements,NNS,0
1530,,around,IN,0
1531,,the,DT,0
1532,,region,NN,0
1533,,",",",",0
1534,,"""",``,0
1535,,Harcourt,NNP,1
1536,,said,VBD,0
1537,,.,.,0
1538,77.0,"""",``,0
1539,,And,CC,0
1540,,I,PRP,0
1541,,think,VBP,0
1542,,they,PRP,0
1543,,'ll,MD,0
1544,,want,VB,0
1545,,a,DT,0
1546,,one-stop,JJ,0
1547,,shop,NN,0
1548,,in,IN,0
1549,,terms,NNS,0
1550,,of,IN,0
1551,,combining,VBG,0
1552,,security,NN,0
1553,,",",",",0
1554,,immigration,NN,0
1555,,",",",",0
1556,,customs,NNS,0
1557,,",",",",0
1558,,and,CC,0
1559,,quarantine,VB,0
1560,,together,RB,0
1561,,,",",0
1562,,just,RB,0
1563,,to,TO,0
1564,,make,VB,0
1565,,sure,JJ,0
1566,,it,PRP,0
1567,,'s,VBZ,0
1568,,more,JJR,0
1569,,streamlined,JJ,0
1570,,and,CC,0
1571,,provides,VBZ,0
1572,,more,JJR,0
1573,,certainty,NN,0
1574,,.,.,0
1575,,"""",``,0
1576,78.0,ABAC,NNP,15
1577,,is,VBZ,0
1578,,the,DT,0
1579,,only,JJ,0
1580,,non-governmental,JJ,0
1581,,body,NN,0
1582,,that,WDT,0
1583,,has,VBZ,0
1584,,an,DT,0
1585,,official,JJ,0
1586,,role,NN,0
1587,,and,CC,0
1588,,formal,JJ,0
1589,,dialogue,NN,0
1590,,with,IN,0
1591,,the,DT,0
1592,,leaders,NNS,0
1593,,of,IN,0
1594,,the,DT,0
1595,,APEC,NNP,15
1596,,economies,NNS,0
1597,,.,.,0
1598,79.0,It,PRP,0
1599,,will,MD,0
1600,,present,VB,0
1601,,its,PRP$,0
1602,,annual,JJ,0
1603,,report,NN,0
1604,,at,IN,0
1605,,the,DT,0
1606,,APEC,NNP,15
1607,,leaders,NNS,0
1608,,meeting,NN,0
1609,,on,IN,0
1610,,Saturday,NNP,13
1611,,.,.,0
1612,80.0,Sudan,NNP,3
1613,,'s,POS,0
1614,,government,NN,0
1615,,says,VBZ,0
1616,,it,PRP,0
1617,,will,MD,0
1618,,order,VB,0
1619,,troops,NNS,0
1620,,to,TO,0
1621,,end,VB,0
1622,,attacks,NNS,0
1623,,immediately,RB,0
1624,,in,IN,0
1625,,Darfur,NNP,7
1626,,",",",",0
1627,,and,CC,0
1628,,is,VBZ,0
1629,,asking,VBG,0
1630,,rebels,NNS,0
1631,,to,TO,0
1632,,do,VB,0
1633,,the,DT,0
1634,,same,NN,0
1635,,.,.,0
1636,81.0,Foreign,NNP,1
1637,,Minister,NNP,2
1638,,Mustafa,NNP,2
1639,,Osman,NNP,2
1640,,Ismail,NNP,2
1641,,says,VBZ,0
1642,,Sudanese,JJ,3
1643,,troops,NNS,0
1644,,will,MD,0
1645,,also,RB,0
1646,,withdraw,VB,0
1647,,to,TO,0
1648,,positions,NNS,0
1649,,held,VBN,0
1650,,before,IN,0
1651,,an,DT,0
1652,,April,NNP,13
1653,,cease-fire,NN,0
1654,,",",",",0
1655,,if,IN,0
1656,,rebels,NNS,0
1657,,in,IN,0
1658,,the,DT,0
1659,,western,JJ,0
1660,,region,NN,0
1661,,agree,VBP,0
1662,,to,TO,0
1663,,stop,VB,0
1664,,attacks,NNS,0
1665,,.,.,0
1666,82.0,Mr.,NNP,1
1667,,Ismail,NNP,2
1668,,announced,VBD,0
1669,,the,DT,0
1670,,decision,NN,0
1671,,after,IN,0
1672,,meeting,VBG,0
1673,,with,IN,0
1674,,officials,NNS,0
1675,,from,IN,0
1676,,the,DT,0
1677,,United,NNP,15
1678,,Nations,NNPS,16
1679,,and,CC,0
1680,,African,NNP,15
1681,,Union,NNP,16
1682,,in,IN,0
1683,,Khartoum,NNP,7
1684,,Sunday,NNP,13
1685,,.,.,0
1686,83.0,In,IN,0
1687,,recent,JJ,0
1688,,weeks,NNS,0
1689,,",",",",0
1690,,AU,NNP,15
1691,,officials,NNS,0
1692,,say,VBP,0
1693,,Sudanese,JJ,3
1694,,troops,NNS,0
1695,,and,CC,0
1696,,rebels,NNS,0
1697,,have,VBP,0
1698,,repeatedly,RB,0
1699,,violated,VBN,0
1700,,the,DT,0
1701,,April,NNP,13
1702,,truce,NN,0
1703,,.,.,0
1704,85.0,Khartoum,NNP,3
1705,,says,VBZ,0
1706,,troops,NNS,0
1707,,were,VBD,0
1708,,defending,VBG,0
1709,,their,PRP$,0
1710,,positions,NNS,0
1711,,from,IN,0
1712,,rebel,NN,0
1713,,attacks,NNS,0
1714,,.,.,0
1715,86.0,Aid,NN,0
1716,,workers,NNS,0
1717,,say,VBP,0
1718,,some,DT,0
1719,,relief,NN,0
1720,,efforts,NNS,0
1721,,have,VBP,0
1722,,been,VBN,0
1723,,suspended,VBN,0
1724,,in,IN,0
1725,,South,NNP,7
1726,,Darfur,NNP,8
1727,,due,JJ,0
1728,,to,TO,0
1729,,recent,JJ,0
1730,,attacks,NNS,0
1731,,.,.,0
1732,87.0,Indonesian,JJ,3
1733,,police,NNS,0
1734,,have,VBP,0
1735,,arrested,VBN,0
1736,,three,CD,0
1737,,men,NNS,0
1738,,in,IN,0
1739,,connection,NN,0
1740,,with,IN,0
1741,,the,DT,0
1742,,October,NNP,13
1743,,1,CD,14
1744,,Bali,NNP,7
1745,,bombings,NNS,0
1746,,that,WDT,0
1747,,left,VBD,0
1748,,23,CD,0
1749,,people,NNS,0
1750,,dead,JJ,0
1751,,.,.,0
1752,88.0,Indonesian,JJ,3
1753,,police,NN,0
1754,,said,VBD,0
1755,,Wednesday,NNP,13
1756,,the,DT,0
1757,,men,NNS,0
1758,,were,VBD,0
1759,,flown,VBN,0
1760,,to,TO,0
1761,,Bali,NNP,7
1762,,from,IN,0
1763,,neighboring,VBG,0
1764,,Java,NNP,7
1765,,island,NN,0
1766,,for,IN,0
1767,,questioning,VBG,0
1768,,at,IN,0
1769,,Bali,NNP,7
1770,,police,NN,0
1771,,headquarters,NN,0
1772,,.,.,0
1773,90.0,The,DT,0
1774,,raids,NNS,0
1775,,ended,VBD,0
1776,,with,IN,0
1777,,the,DT,0
1778,,death,NN,0
1779,,of,IN,0
1780,,alleged,JJ,0
1781,,extremist,NN,0
1782,,bombmaker,NN,0
1783,,Azahari,NNP,1
1784,,bin,NNP,2
1785,,Husin,NNP,2
1786,,.,.,0
1787,91.0,Indonesian,JJ,3
1788,,authorities,NNS,0
1789,,blame,VBP,0
1790,,Azahari,NNP,1
1791,,bin,NNP,2
1792,,Husin,NNP,2
1793,,for,IN,0
1794,,orchestrating,VBG,0
1795,,last,JJ,0
1796,,month,NN,0
1797,,'s,POS,0
1798,,attacks,NNS,0
1799,,in,IN,0
1800,,Bali,NNP,7
1801,,as,RB,0
1802,,well,RB,0
1803,,as,IN,0
1804,,the,DT,0
1805,,2002,CD,13
1806,,Bali,NNP,7
1807,,bombings,NNS,0
1808,,that,WDT,0
1809,,killed,VBD,0
1810,,more,JJR,0
1811,,than,IN,0
1812,,200,CD,0
1813,,people,NNS,0
1814,,.,.,0
1815,93.0,Some,DT,0
1816,,witnesses,NNS,0
1817,,to,TO,0
1818,,the,DT,0
1819,,Sunday,NNP,13
1820,,shooting,NN,0
1821,,said,VBD,0
1822,,they,PRP,0
1823,,feared,VBD,0
1824,,the,DT,0
1825,,attack,NN,0
1826,,was,VBD,0
1827,,linked,VBN,0
1828,,to,IN,0
1829,,Muslim,NN,0
1830,,anger,NN,0
1831,,toward,IN,0
1832,,Pope,NNP,1
1833,,Benedict,NNP,2
1834,,.,.,0
1835,94.0,Two,CD,0
1836,,men,NNS,0
1837,,with,IN,0
1838,,pistols,NNS,0
1839,,attacked,VBD,0
1840,,the,DT,0
1841,,nun,NN,0
1842,,",",",",0
1843,,Sister,NNP,1
1844,,Leonella,NNP,2
1845,,Sgorbati,NNP,2
1846,,",",",",0
1847,,after,IN,0
1848,,she,PRP,0
1849,,finished,VBD,0
1850,,teaching,VBG,0
1851,,a,DT,0
1852,,medical,JJ,0
1853,,school,NN,0
1854,,class,NN,0
1855,,at,IN,0
1856,,the,DT,0
1857,,hospital,NN,0
1858,,in,IN,0
1859,,southern,JJ,0
1860,,Mogadishu,NNP,7
1861,,.,.,0
1862,95.0,Officials,NNS,0
1863,,say,VBP,0
1864,,one,CD,0
1865,,suspect,NN,0
1866,,was,VBD,0
1867,,arrested,VBN,0
1868,,.,.,0
1869,96.0,In,IN,0
1870,,Rome,NNP,7
1871,,",",",",0
1872,,a,DT,0
1873,,Vatican,NNP,15
1874,,spokesman,NN,0
1875,,deplored,VBD,0
1876,,the,DT,0
1877,,attack,NN,0
1878,,and,CC,0
1879,,said,VBD,0
1880,,he,PRP,0
1881,,hoped,VBD,0
1882,,it,PRP,0
1883,,was,VBD,0
1884,,an,DT,0
1885,,isolated,JJ,0
1886,,event,NN,0
1887,,",",",",0
1888,,and,CC,0
1889,,not,RB,0
1890,,irrationality,JJ,0
1891,,arising,VBG,0
1892,,from,IN,0
1893,,comments,NNS,0
1894,,made,VBN,0
1895,,by,IN,0
1896,,the,DT,0
1897,,Pope,NN,0
1898,,which,WDT,0
1899,,angered,VBD,0
1900,,some,DT,0
1901,,Muslims,NNS,0
1902,,.,.,0
1903,97.0,Authorities,NNS,0
1904,,in,IN,0
1905,,Mogadishu,NNP,7
1906,,have,VBP,0
1907,,not,RB,0
1908,,determined,VBN,0
1909,,a,DT,0
1910,,motive,NN,0
1911,,for,IN,0
1912,,the,DT,0
1913,,shooting,NN,0
1914,,.,.,0
1915,98.0,The,DT,0
1916,,pope,NN,0
1917,,has,VBZ,0
1918,,said,VBN,0
1919,,he,PRP,0
1920,,meant,VBD,0
1921,,no,DT,0
1922,,offense,NN,0
1923,,to,TO,0
1924,,Muslims,NNPS,0
1925,,when,WRB,0
1926,,he,PRP,0
1927,,quoted,VBD,0
1928,,a,DT,0
1929,,14,CD,0
1930,,century,NN,0
1931,,Byzantine,NNP,1
1932,,emperor,NN,0
1933,,as,IN,0
1934,,saying,VBG,0
1935,,some,DT,0
1936,,teachings,NNS,0
1937,,of,IN,0
1938,,the,DT,0
1939,,Prophet,NNP,1
1940,,Muhammed,NNP,2
1941,,brought,VBD,0
1942,,evil,NN,0
1943,,to,TO,0
1944,,the,DT,0
1945,,world,NN,0
1946,,.,.,0
1947,99.0,Pakistani,JJ,3
1948,,forces,NNS,0
1949,,have,VBP,0
1950,,targeted,VBN,0
1951,,militants,NNS,0
1952,,in,IN,0
1953,,the,DT,0
1954,,northwest,NN,0
1955,,for,IN,0
1956,,a,DT,0
1957,,third,JJ,0
1958,,day,NN,0
1959,,",",",",0
1960,,launching,VBG,0
1961,,airstrikes,NNS,0
1962,,that,IN,0
1963,,they,PRP,0
1964,,say,VBP,0
1965,,killed,VBN,0
1966,,at,IN,0
1967,,least,JJS,0
1968,,nine,CD,0
1969,,suspected,JJ,0
1970,,insurgents,NNS,0
1971,,.,.,0
1972,100.0,Helicopter,NN,0
1973,,gunships,NNS,0
1974,,Saturday,NNP,13
1975,,pounded,VBD,0
1976,,militant,JJ,0
1977,,hideouts,NNS,0
1978,,in,IN,0
1979,,the,DT,0
1980,,Orakzai,NNP,7
1981,,tribal,JJ,0
1982,,region,NN,0
1983,,",",",",0
1984,,where,WRB,0
1985,,many,JJ,0
1986,,Taliban,NNP,15
1987,,militants,NNS,0
1988,,are,VBP,0
1989,,believed,VBN,0
1990,,to,TO,0
1991,,have,VB,0
1992,,fled,VBN,0
1993,,to,TO,0
1994,,avoid,VB,0
1995,,an,DT,0
1996,,earlier,JJR,0
1997,,military,JJ,0
1998,,offensive,NN,0
1999,,in,IN,0
2000,,nearby,JJ,0
2001,,South,NNP,7
2002,,Waziristan,NNP,8
2003,,.,.,0
2004,102.0,So,RB,0
2005,,far,RB,0
2006,,",",",",0
2007,,nearly,RB,0
2008,,100,CD,0
2009,,militants,NNS,0
2010,,have,VBP,0
2011,,been,VBN,0
2012,,reported,VBN,0
2013,,killed,VBN,0
2014,,in,IN,0
2015,,the,DT,0
2016,,region,NN,0
2017,,since,IN,0
2018,,Thursday,NNP,13
2019,,.,.,0
2020,103.0,On,IN,0
2021,,Friday,NNP,13
2022,,",",",",0
2023,,five,CD,0
2024,,soldiers,NNS,0
2025,,were,VBD,0
2026,,killed,VBN,0
2027,,when,WRB,0
2028,,dozens,NNS,0
2029,,of,IN,0
2030,,militants,NNS,0
2031,,stormed,VBD,0
2032,,a,DT,0
2033,,military,JJ,0
2034,,checkpoint,NN,0
2035,,in,IN,0
2036,,Orakzai,NNP,7
2037,,.,.,0
2038,105.0,Elsewhere,RB,0
2039,,in,IN,0
2040,,the,DT,0
2041,,northwest,JJS,0
2042,,",",",",0
2043,,authorities,NNS,0
2044,,on,IN,0
2045,,Saturday,NNP,13
2046,,found,VBD,0
2047,,the,DT,0
2048,,bodies,NNS,0
2049,,of,IN,0
2050,,six,CD,0
2051,,people,NNS,0
2052,,who,WP,0
2053,,had,VBD,0
2054,,been,VBN,0
2055,,shot,VBN,0
2056,,dead,RB,0
2057,,in,IN,0
2058,,the,DT,0
2059,,Kurram,NNP,7
2060,,region,NN,0
2061,,along,IN,0
2062,,the,DT,0
2063,,Afghan,JJ,3
2064,,border,NN,0
2065,,.,.,0
2066,107.0,The,DT,0
2067,,U.S.,NNP,15
2068,,military,NN,0
2069,,in,IN,0
2070,,Afghanistan,NNP,7
2071,,says,VBZ,0
2072,,coalition,NN,0
2073,,forces,NNS,0
2074,,killed,VBD,0
2075,,14,CD,0
2076,,Taleban,NNP,15
2077,,militants,NNS,0
2078,,in,IN,0
2079,,separate,JJ,0
2080,,clashes,NNS,0
2081,,this,DT,0
2082,,week,NN,0
2083,,.,.,0
2084,108.0,The,DT,0
2085,,military,NN,0
2086,,said,VBD,0
2087,,Saturday,NNP,13
2088,,13,CD,0
2089,,guerrillas,NNS,0
2090,,were,VBD,0
2091,,killed,VBN,0
2092,,in,IN,0
2093,,two,CD,0
2094,,encounters,NNS,0
2095,,in,IN,0
2096,,the,DT,0
2097,,central,JJ,0
2098,,province,NN,0
2099,,of,IN,0
2100,,Uruzgan,NNP,7
2101,,.,.,0
2102,109.0,One,CD,0
2103,,Afghan,JJ,3
2104,,soldier,NN,0
2105,,was,VBD,0
2106,,killed,VBN,0
2107,,and,CC,0
2108,,four,CD,0
2109,,others,NNS,0
2110,,",",",",0
2111,,including,VBG,0
2112,,a,DT,0
2113,,U.S.,NNP,3
2114,,soldier,NN,0
2115,,",",",",0
2116,,were,VBD,0
2117,,injured,VBN,0
2118,,in,IN,0
2119,,the,DT,0
2120,,fighting,NN,0
2121,,.,.,0
2122,110.0,Another,DT,0
2123,,militant,NN,0
2124,,was,VBD,0
2125,,killed,VBN,0
2126,,by,IN,0
2127,,U.S.,NNP,3
2128,,troops,NNS,0
2129,,in,IN,0
2130,,eastern,JJ,0
2131,,Paktika,NNP,7
2132,,province,NN,0
2133,,.,.,0
2134,111.0,Separately,RB,0
2135,,",",",",0
2136,,officials,NNS,0
2137,,say,VBP,0
2138,,four,CD,0
2139,,British,JJ,3
2140,,soldiers,NNS,0
2141,,from,IN,0
2142,,the,DT,0
2143,,NATO-led,JJ,0
2144,,peacekeeping,NN,0
2145,,mission,NN,0
2146,,were,VBD,0
2147,,wounded,VBN,0
2148,,early,JJ,0
2149,,Saturday,NNP,13
2150,,in,IN,0
2151,,an,DT,0
2152,,attack,NN,0
2153,,in,IN,0
2154,,the,DT,0
2155,,northern,JJ,0
2156,,city,NN,0
2157,,of,IN,0
2158,,Mazar-e-Sharif,NNP,7
2159,,.,.,0
2160,112.0,It,PRP,0
2161,,was,VBD,0
2162,,not,RB,0
2163,,immediately,RB,0
2164,,clear,JJ,0
2165,,what,WP,0
2166,,motivated,VBN,0
2167,,the,DT,0
2168,,attack,NN,0
2169,,.,.,0
2170,113.0,Taleban,NNP,15
2171,,rebels,NNS,0
2172,,are,VBP,0
2173,,not,RB,0
2174,,known,VBN,0
2175,,to,TO,0
2176,,operate,VB,0
2177,,in,IN,0
2178,,northern,JJ,0
2179,,Afghanistan,NNP,7
2180,,and,CC,0
2181,,the,DT,0
2182,,area,NN,0
2183,,has,VBZ,0
2184,,been,VBN,0
2185,,spared,VBN,0
2186,,much,RB,0
2187,,of,IN,0
2188,,the,DT,0
2189,,bloodshed,NN,0
2190,,that,DT,0
2191,,has,VBZ,0
2192,,plagued,VBN,0
2193,,southern,JJ,0
2194,,and,CC,0
2195,,eastern,JJ,0
2196,,regions,NNS,0
2197,,.,.,0
2198,114.0,Russian,JJ,3
2199,,officials,NNS,0
2200,,say,VBP,0
2201,,at,IN,0
2202,,least,JJS,0
2203,,five,CD,0
2204,,more,JJR,0
2205,,people,NNS,0
2206,,have,VBP,0
2207,,died,VBN,0
2208,,from,IN,0
2209,,a,DT,0
2210,,wave,NN,0
2211,,of,IN,0
2212,,extremely,RB,0
2213,,cold,JJ,0
2214,,weather,NN,0
2215,,gripping,VBG,0
2216,,the,DT,0
2217,,nation,NN,0
2218,,",",",",0
2219,,bringing,VBG,0
2220,,the,DT,0
2221,,death,NN,0
2222,,toll,NN,0
2223,,to,TO,0
2224,,43,CD,0
2225,,in,IN,0
2226,,the,DT,0
2227,,past,JJ,0
2228,,week,NN,0
2229,,.,.,0
2230,116.0,Russia,NNP,7
2231,,'s,POS,0
2232,,Itar-Tass,NNP,15
2233,,news,NN,0
2234,,agency,NN,0
2235,,quotes,VBZ,0
2236,,a,DT,0
2237,,medical,JJ,0
2238,,official,NN,0
2239,,as,IN,0
2240,,saying,VBG,0
2241,,some,DT,0
2242,,of,IN,0
2243,,the,DT,0
2244,,victims,NNS,0
2245,,were,VBD,0
2246,,intoxicated,JJ,0
2247,,or,CC,0
2248,,homeless,JJ,0
2249,,.,.,0
2250,117.0,The,DT,0
2251,,unusually,RB,0
2252,,cold,JJ,0
2253,,weather,NN,0
2254,,is,VBZ,0
2255,,affecting,VBG,0
2256,,Russia,NNP,7
2257,,",",",",0
2258,,the,DT,0
2259,,Baltic,JJ,7
2260,,states,NNS,8
2261,,of,IN,0
2262,,Lithuania,NNP,7
2263,,",",",",0
2264,,Latvia,NNP,7
2265,,and,CC,0
2266,,Estonia,NNP,7
2267,,",",",",0
2268,,and,CC,0
2269,,is,VBZ,0
2270,,moving,VBG,0
2271,,into,IN,0
2272,,the,DT,0
2273,,Nordic,JJ,0
2274,,countries,NNS,0
2275,,.,.,0
2276,118.0,The,DT,0
2277,,death,NN,0
2278,,toll,NN,0
2279,,is,VBZ,0
2280,,expected,VBN,0
2281,,to,TO,0
2282,,rise,VB,0
2283,,as,IN,0
2284,,temperatures,NNS,0
2285,,continue,VBP,0
2286,,to,TO,0
2287,,hover,VB,0
2288,,around,IN,0
2289,,minus,NN,0
2290,,30,CD,0
2291,,degrees,NNS,0
2292,,Celsius,NNP,0
2293,,or,CC,0
2294,,lower,JJR,0
2295,,overnight,JJ,0
2296,,.,.,0
2297,119.0,Emergency,NN,0
2298,,power,NN,0
2299,,rationing,NN,0
2300,,has,VBZ,0
2301,,been,VBN,0
2302,,put,VBN,0
2303,,into,IN,0
2304,,effect,NN,0
2305,,around,IN,0
2306,,Moscow,NNP,7
2307,,.,.,0
2308,121.0,Officials,NNS,0
2309,,say,VBP,0
2310,,the,DT,0
2311,,27-year,JJ,0
2312,,old,JJ,0
2313,,man,NN,0
2314,,from,IN,0
2315,,Vietnam,NNP,7
2316,,'s,POS,0
2317,,northern,JJ,0
2318,,Ninh,NNP,3
2319,,Binh,NNP,4
2320,,province,NN,0
2321,,died,VBD,0
2322,,late,JJ,0
2323,,Thursday,NNP,13
2324,,and,CC,0
2325,,tested,VBD,0
2326,,positive,JJ,0
2327,,for,IN,0
2328,,the,DT,0
